Participant_ID,STP_RSVP,TTS,Trial_No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,0,1,1,0.015869,0.031739,0.039673,0.06746,0.091264,0.103166,0.123003,0.138888,0.146822,0.15079,0.154757,0.158724,0.166659,0.170626,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.182528,0.182528,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.182528,0.182528,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.174594,0.174594,0.174594,0.174594,0.174594,0.174594,0.174594,0.174594,0.170626,0.166659,0.166659,0.162692,0.154757,0.15079,0.13492,0.107134,0.099199,0.091264,0.087297,0.087297,0.087297,0.087297,0.087297,0.087297,0.087297,0.08333,0.079362,0.071427,0.063493,0.051591,0.039673,0.031739,0.011902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,0,1,2,0.015869,0.019837,0.023804,0.027771,0.027771,0.039673,0.051591,0.063493,0.079362,0.087297,0.095232,0.095232,0.095232,0.095232,0.095232,0.099199,0.099199,0.099199,0.099199,0.099199,0.099199,0.099199,0.099199,0.099199,0.103166,0.103166,0.103166,0.103166,0.103166,0.107134,0.111101,0.119036,0.119036,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.123003,0.115068,0.115068,0.115068,0.115068,0.115068,0.115068,0.115068,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.119036,0.123003,0.123003,0.123003,0.126986,0.130953,0.138888,0.142855,0.154757,0.158724,0.170626,0.178561,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.186496,0.186496,0.186496,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.182528,0.178561,0.178561,0.178561,0.174594,0.174594,0.170626,0.170626,0.166659,0.166659,0.162692,0.162692,0.162692,0.162692,0.162692,0.162692,0.158724,0.158724,0.158724,0.158724,0.158724,0.158724,0.158724,0.158724,0.158724,0.158724,0.166659,0.170626,0.170626,0.174594,0.174594,0.174594,0.174594,0.174594,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.166659,0.166659,0.166659,0.162692,0.162692,0.162692,0.162692,0.158724,0.158724,0.154757,0.154757,0.15079,0.146822,0.13492,0.123003,0.099199,0.091264,0.079362,0.071427,0.047623,0.031739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,1,0,1,0.031739,0.047623,0.063493,0.075395,0.087297,0.099199,0.119036,0.126986,0.146822,0.158724,0.162692,0.170626,0.174594,0.178561,0.178561,0.182528,0.182528,0.186496,0.186496,0.190463,0.190463,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.19443,0.186496,0.182528,0.166659,0.158724,0.138888,0.111101,0.099199,0.059525,0.015869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,1,0,2,0.019837,0.039673,0.051591,0.06746,0.075395,0.091264,0.099199,0.107134,0.13492,0.15079,0.174594,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.186496,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.190463,0.182528,0.182528,0.178561,0.178561,0.174594,0.174594,0.174594,0.174594,0.174594,0.174594,0.174594,0.174594,0.170626,0.170626,0.162692,0.162692,0.15079,0.146822,0.123003,0.107134,0.08333,0.071427,0.047623,0.035706,0.011902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,1,1,1,0.023804,0.031739,0.055558,0.063493,0.087297,0.099199,0.119036,0.126986,0.13492,0.138888,0.142855,0.142855,0.15079,0.154757,0.166659,0.170626,0.174594,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.170626,0.170626,0.170626,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.162692,0.158724,0.158724,0.154757,0.15079,0.146822,0.13492,0.130953,0.119036,0.107134,0.103166,0.099199,0.095232,0.091264,0.087297,0.087297,0.079362,0.079362,0.071427,0.071427,0.071427,0.06746,0.063493,0.063493,0.051591,0.051591,0.043656,0.039673,0.031739,0.031739,0.023804,0.023804,0.019837,0.019837,0.015869,0.015869,0.015869,0.011902,0.011902,0.011902,0.007935,0.007935,0.007935,0.007935,0.007935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007935,0.011902,0.019837,0.027771,0.035706,0.035706,0.043656,0.043656,0.047623,0.051591,0.055558,0.055558,0.055558,0.055558,0.055558,0.055558,0.055558,0.055558,0.055558,0.055558,0.055558,0.055558,0.055558,0.055558,0.055558,0.055558,0.059525,0.063493,0.071427,0.087297,0.091264,0.107134,0.119036,0.130953,0.13492,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.138888,0.130953,0.130953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,1,1,2,0.011902,0.019837,0.019837,0.023804,0.023804,0.031739,0.035706,0.055558,0.075395,0.087297,0.103166,0.107134,0.115068,0.119036,0.126986,0.146822,0.154757,0.170626,0.178561,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.186496,0.186496,0.186496,0.186496,0.186496,0.190463,0.190463,0.190463,0.19443,0.19443,0.19443,0.198398,0.198398,0.198398,0.198398,0.198398,0.198398,0.198398,0.198398,0.198398,0.202365,0.202365,0.202365,0.202365,0.202365,0.202365,0.202365,0.202365,0.202365,0.202365,0.202365,0.202365,0.202365,0.202365,0.206332,0.206332,0.214282,0.21825,0.226184,0.230152,0.242054,0.246021,0.253956,0.253956,0.257923,0.257923,0.257923,0.257923,0.257923,0.257923,0.257923,0.257923,0.257923,0.257923,0.257923,0.222217,0.214282,0.206332,0.202365,0.202365,0.198398,0.198398,0.19443,0.19443,0.190463,0.186496,0.186496,0.182528,0.178561,0.174594,0.170626,0.170626,0.162692,0.154757,0.142855,0.119036,0.111101,0.095232,0.091264,0.087297,0.087297,0.087297,0.087297,0.087297,0.087297,0.087297,0.087297,0.087297,0.087297,0.095232,0.095232,0.095232,0.095232,0.099199,0.099199,0.103166,0.103166,0.103166,0.107134,0.107134,0.107134,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.111101,0.103166,0.103166,0.099199,0.099199,0.099199,0.099199,0.095232,0.095232,0.095232,0.095232,0.095232,0.095232,0.095232,0.091264,0.091264,0.091264,0.091264,0.091264,0.091264,0.087297,0.087297,0.087297,0.087297,0.08333,0.079362,0.071427,0.06746,0.063493,0.059525,0.051591,0.051591,0.047623,0.047623,0.047623,0.043656,0.043656,0.043656,0.035706,0.035706,0.035706,0.031739,0.031739,0.031739,0.031739,0.031739,0.031739,0.027771,0.027771,0.027771,0.023804,0.023804,0.023804,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.019837,0.015869,0.011902,0.007935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063493,0.087297,0.119036,0.123003,0.123003,0.123003,0.123003,0.123003,0.107134,0.079362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,0,0,1,0.023804,0.031739,0.055558,0.06746,0.091264,0.099199,0.115068,0.123003,0.142855,0.154757,0.162692,0.178561,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.182528,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.178561,0.174594,0.174594,0.174594,0.174594,0.174594,0.174594,0.170626,0.170626,0.166659,0.162692,0.154757,0.15079,0.138888,0.130953,0.123003,0.107134,0.099199,0.087297,0.08333,0.071427,0.06746,0.063493,0.059525,0.051591,0.051591,0.051591,0.047623,0.047623,0.043656,0.043656,0.043656,0.043656,0.039673,0.039673,0.035706,0.035706,0.035706,0.031739,0.027771,0.019837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T01,0,0,2,0.011902,0,0,0,0,0.007935,0.019837,0.047623,0.063493,0.087297,0.095232,0.111101,0.119036,0.138888,0.15079,0.154757,0.162692,0.174594,0.178561,0.182528,0.182528,0.182528,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.186496,0.178561,0.178561,0.178561,0.174594,0.174594,0.174594,0.174594,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.170626,0.166659,0.166659,0.166659,0.166659,0.166659,0.166659,0.162692,0.162692,0.158724,0.158724,0.154757,0.15079,0.146822,0.142855,0.138888,0.13492,0.130953,0.126986,0.123003,0.123003,0.119036,0.119036,0.119036,0.115068,0.115068,0.115068,0.111101,0.111101,0.107134,0.095232,0.071427,0.059525,0.043656,0.019837,0.007935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
